question_id,level,topic,item_idx,advanced,observed_success,pp_mean,pp_median,pp_q025,pp_q975,inside_95_interval
186,Basic,Statistics,18,0,0.2727272727272727,0.37823863636364297,0.36363636363636365,0.09090909090909091,0.7272727272727273,True
187,Basic,Statistics,19,0,0.42857142857142855,0.41510714285713796,0.42857142857142855,0.14285714285714285,0.7142857142857143,True
188,Basic,Statistics,20,0,0.5454545454545454,0.4919772727272749,0.45454545454545453,0.18181818181818182,0.8181818181818182,True
189,Basic,Statistics,21,0,0.6363636363636364,0.5099999999999993,0.5454545454545454,0.18181818181818182,0.8181818181818182,True
190,Basic,Statistics,22,0,0.75,0.5647187499999984,0.5833333333333334,0.25,0.8333333333333334,True
191,Basic,Statistics,23,0,0.3,0.36718750000000705,0.4,0.1,0.7,True
193,Basic,Statistics,24,0,0.4666666666666667,0.46972500000000805,0.4666666666666667,0.2,0.7333333333333333,True
202,Basic,Statistics,25,0,0.2777777777777778,0.41241666666666005,0.3888888888888889,0.16666666666666666,0.6666666666666666,True
204,Basic,Statistics,26,0,0.7777777777777778,0.6168055555555727,0.6111111111111112,0.3888888888888889,0.8333333333333334,True
211,Basic,Statistics,27,0,0.6923076923076923,0.5858461538461585,0.6153846153846154,0.3076923076923077,0.8461538461538461,True
250,Basic,Differentiation,28,0,0.45454545454545453,0.36352272727273294,0.36363636363636365,0.09090909090909091,0.6363636363636364,True
268,Basic,Differentiation,29,0,0.09090909090909091,0.232590909090899,0.18181818181818182,0.0,0.5454545454545454,True
274,Basic,Differentiation,30,0,0.3,0.35936250000000625,0.4,0.1,0.7,True
275,Basic,Differentiation,31,0,0.16666666666666666,0.27372916666666797,0.25,0.0,0.5833333333333334,True
277,Basic,Linear Algebra,32,0,0.5161290322580645,0.49451612903226055,0.4838709677419355,0.3217741935483878,0.6774193548387096,True
278,Advanced,Linear Algebra,33,1,0.5652173913043478,0.5374130434782642,0.5217391304347826,0.30434782608695654,0.7391304347826086,True
287,Basic,Linear Algebra,34,0,0.4666666666666667,0.4658791666666779,0.4666666666666667,0.26666666666666666,0.6666666666666666,True
288,Advanced,Linear Algebra,35,1,0.6,0.5547937500000011,0.55,0.35,0.8,True
289,Advanced,Linear Algebra,36,1,0.6956521739130435,0.6112934782608641,0.6086956521739131,0.391304347826087,0.8260869565217391,True
290,Advanced,Linear Algebra,37,1,0.6333333333333333,0.5717833333333179,0.5666666666666667,0.36666666666666664,0.7666666666666667,True
291,Basic,Linear Algebra,38,0,0.6785714285714286,0.5615982142857149,0.5714285714285714,0.35714285714285715,0.75,True
292,Advanced,Linear Algebra,39,1,0.47619047619047616,0.500077380952379,0.47619047619047616,0.2857142857142857,0.7142857142857143,True
293,Advanced,Linear Algebra,40,1,0.46153846153846156,0.4936201923076929,0.5,0.2692307692307692,0.6923076923076923,True
296,Basic,Linear Algebra,41,0,0.5806451612903226,0.5190120967741854,0.5161290322580645,0.3225806451612903,0.7096774193548387,True
306,Advanced,Linear Algebra,42,1,0.3181818181818182,0.4122102272727447,0.4090909090909091,0.18181818181818182,0.6363636363636364,True
313,Basic,Linear Algebra,43,0,0.3888888888888889,0.42212499999999653,0.4166666666666667,0.25,0.6111111111111112,True
317,Basic,Linear Algebra,44,0,0.5945945945945946,0.5408716216216217,0.5405405405405406,0.35135135135135137,0.7297297297297297,True
319,Basic,Linear Algebra,45,0,0.56,0.5086599999999966,0.52,0.28,0.72,True
321,Basic,Linear Algebra,46,0,0.34615384615384615,0.41539903846154563,0.4230769230769231,0.19230769230769232,0.6153846153846154,True
323,Basic,Linear Algebra,47,0,0.631578947368421,0.5533585526315804,0.5526315789473685,0.3684210526315789,0.7368421052631579,True
324,Basic,Linear Algebra,48,0,0.5862068965517241,0.5367112068965523,0.5517241379310345,0.3448275862068966,0.7241379310344828,True
325,Basic,Linear Algebra,49,0,0.6153846153846154,0.5575624999999919,0.5384615384615384,0.34615384615384615,0.7692307692307693,True
326,Basic,Complex Numbers,50,0,0.4,0.39316250000000735,0.4,0.1,0.7,True
327,Basic,Complex Numbers,51,0,0.4,0.397041666666686,0.4,0.13333333333333333,0.6666666666666666,True
328,Basic,Complex Numbers,52,0,0.23076923076923078,0.37168269230769674,0.38461538461538464,0.07692307692307693,0.6153846153846154,True
329,Basic,Complex Numbers,53,0,0.3333333333333333,0.37224999999999975,0.3333333333333333,0.08333333333333333,0.6666666666666666,True
331,Basic,Complex Numbers,54,0,0.6,0.4903166666666675,0.4666666666666667,0.2,0.7333333333333333,True
332,Basic,Complex Numbers,55,0,0.18181818181818182,0.37876136363637036,0.36363636363636365,0.09090909090909091,0.7272727272727273,True
335,Basic,Complex Numbers,56,0,0.3125,0.3743984375,0.375,0.125,0.625,True
336,Basic,Complex Numbers,57,0,0.3,0.3912500000000091,0.4,0.1,0.7,True
337,Basic,Complex Numbers,58,0,0.42857142857142855,0.4950625000000004,0.5,0.21428571428571427,0.7857142857142857,True
338,Basic,Complex Numbers,59,0,0.45454545454545453,0.41610227272728173,0.45454545454545453,0.09090909090909091,0.7272727272727273,True
339,Basic,Complex Numbers,60,0,0.2,0.31172500000000175,0.3,0.0,0.6,True
340,Advanced,Complex Numbers,61,1,0.4,0.4767750000000029,0.5,0.2,0.8,True
341,Basic,Complex Numbers,62,0,0.25,0.45582291666666547,0.4166666666666667,0.16666666666666666,0.75,True
342,Basic,Complex Numbers,63,0,0.5714285714285714,0.47793749999999735,0.5,0.21428571428571427,0.7142857142857143,True
345,Advanced,Complex Numbers,64,1,0.7142857142857143,0.5846071428571438,0.5714285714285714,0.2857142857142857,0.8571428571428571,True
347,Advanced,Complex Numbers,65,1,0.6153846153846154,0.5539326923076948,0.5384615384615384,0.3076923076923077,0.8461538461538461,True
349,Advanced,Complex Numbers,66,1,0.7,0.5113250000000003,0.5,0.2,0.8,True
351,Advanced,Complex Numbers,67,1,0.5,0.5326874999999975,0.5,0.2,0.8,True
352,Advanced,Complex Numbers,68,1,0.8,0.6045874999999967,0.6,0.3,0.9,True
353,Basic,Complex Numbers,69,0,0.4,0.407775000000008,0.4,0.1,0.7,True
354,Advanced,Complex Numbers,70,1,0.8181818181818182,0.5925227272727323,0.6363636363636364,0.2727272727272727,0.9090909090909091,True
357,Advanced,Complex Numbers,71,1,0.7,0.5692499999999975,0.6,0.2,0.9,True
358,Advanced,Complex Numbers,72,1,0.4,0.5133624999999985,0.5,0.2,0.8,True
360,Basic,Complex Numbers,73,0,0.3,0.3726750000000073,0.4,0.1,0.7,True
375,Basic,Linear Algebra,74,0,0.5555555555555556,0.5200277777777811,0.5185185185185185,0.3333333333333333,0.7407407407407407,True
376,Basic,Linear Algebra,75,0,0.4375,0.46951171875,0.46875,0.28125,0.65625,True
377,Basic,Linear Algebra,76,0,0.5185185185185185,0.5090925925925933,0.5185185185185185,0.2962962962962963,0.7037037037037037,True
378,Basic,Linear Algebra,77,0,0.5769230769230769,0.5278509615384577,0.5384615384615384,0.3076923076923077,0.7307692307692307,True
379,Basic,Linear Algebra,78,0,0.3333333333333333,0.39816203703702907,0.4074074074074074,0.18518518518518517,0.5925925925925926,True
380,Advanced,Linear Algebra,79,1,0.39285714285714285,0.47288392857142847,0.4642857142857143,0.25,0.6785714285714286,True
381,Advanced,Linear Algebra,80,1,0.6666666666666666,0.5954166666666612,0.6190476190476191,0.38095238095238093,0.8095238095238095,True
382,Advanced,Linear Algebra,81,1,0.5454545454545454,0.54056818181817,0.5454545454545454,0.3181818181818182,0.7727272727272727,True
383,Basic,Linear Algebra,82,0,0.5172413793103449,0.4893189655172436,0.4827586206896552,0.27586206896551724,0.6896551724137931,True
384,Basic,Linear Algebra,83,0,0.42424242424242425,0.46191287878789117,0.45454545454545453,0.2727272727272727,0.6363636363636364,True
385,Advanced,Linear Algebra,84,1,0.4117647058823529,0.44527941176471453,0.47058823529411764,0.17647058823529413,0.7058823529411765,True
415,Basic,Linear Algebra,85,0,0.36585365853658536,0.43105792682929117,0.43902439024390244,0.2682926829268293,0.6097560975609756,True
416,Basic,Linear Algebra,86,0,0.6129032258064516,0.5535725806451526,0.5483870967741935,0.3548387096774194,0.7419354838709677,True
417,Basic,Linear Algebra,87,0,0.3125,0.3822109375,0.375,0.1875,0.5625,True
418,Advanced,Linear Algebra,88,1,0.42857142857142855,0.49007142857142794,0.47619047619047616,0.23809523809523808,0.7142857142857143,True
419,Advanced,Linear Algebra,89,1,0.3157894736842105,0.41574999999998913,0.42105263157894735,0.21052631578947367,0.6842105263157895,True
420,Advanced,Linear Algebra,90,1,0.4166666666666667,0.45488541666666543,0.4166666666666667,0.16666666666666666,0.75,True
421,Basic,Linear Algebra,91,0,0.23809523809523808,0.3359821428571356,0.3333333333333333,0.16666666666666666,0.5,True
422,Basic,Linear Algebra,92,0,0.42857142857142855,0.4421607142857272,0.42857142857142855,0.2571428571428571,0.6285714285714286,True
423,Basic,Linear Algebra,93,0,0.34285714285714286,0.3936035714285821,0.4,0.22857142857142856,0.5714285714285714,True
424,Advanced,Linear Algebra,94,1,0.5,0.48556875000000155,0.5,0.25,0.7,True
425,Basic,Linear Algebra,95,0,0.3870967741935484,0.40202016129034923,0.3870967741935484,0.22580645161290322,0.5806451612903226,True
426,Basic,Linear Algebra,96,0,0.5,0.4999506578947364,0.5,0.3157894736842105,0.6842105263157895,True
427,Advanced,Linear Algebra,97,1,0.4117647058823529,0.4500735294117723,0.47058823529411764,0.23382352941176604,0.7058823529411765,True
428,Basic,Linear Algebra,98,0,0.35714285714285715,0.3989374999999984,0.39285714285714285,0.21428571428571427,0.6071428571428571,True
429,Basic,Linear Algebra,99,0,0.5128205128205128,0.5010448717948733,0.5128205128205128,0.3333333333333333,0.6666666666666666,True
430,Advanced,Linear Algebra,100,1,0.375,0.462984375,0.4375,0.1875,0.6875,True
431,Basic,Linear Algebra,101,0,0.5675675675675675,0.5296216216216203,0.5405405405405406,0.35135135135135137,0.7027027027027027,True
432,Advanced,Linear Algebra,102,1,0.5,0.4948181818181831,0.5,0.2727272727272727,0.7272727272727273,True
433,Basic,Linear Algebra,103,0,0.6511627906976745,0.5604244186046518,0.5581395348837209,0.3953488372093023,0.7209302325581395,True
434,Basic,Linear Algebra,104,0,0.5294117647058824,0.48850000000000526,0.5,0.29411764705882354,0.6764705882352942,True
435,Basic,Linear Algebra,105,0,0.5555555555555556,0.5407673611111135,0.5555555555555556,0.3611111111111111,0.7222222222222222,True
436,Basic,Linear Algebra,106,0,0.64,0.5584999999999937,0.56,0.36,0.76,True
437,Basic,Linear Algebra,107,0,0.5185185185185185,0.5021296296296309,0.5185185185185185,0.2962962962962963,0.7037037037037037,True
438,Basic,Linear Algebra,108,0,0.34146341463414637,0.39471951219514806,0.3902439024390244,0.21951219512195122,0.5609756097560976,True
439,Advanced,Linear Algebra,109,1,0.375,0.4530390625,0.4375,0.1875,0.6875,True
440,Advanced,Linear Algebra,110,1,0.5909090909090909,0.5390795454545351,0.5454545454545454,0.3181818181818182,0.7727272727272727,True
441,Advanced,Linear Algebra,111,1,0.35294117647058826,0.4496102941176547,0.47058823529411764,0.17647058823529413,0.7058823529411765,True
443,Basic,Linear Algebra,112,0,0.41379310344827586,0.450465517241383,0.4482758620689655,0.2413793103448276,0.6551724137931034,True
444,Basic,Linear Algebra,113,0,0.47368421052631576,0.4820131578947335,0.47368421052631576,0.2631578947368421,0.7368421052631579,True
446,Advanced,Linear Algebra,114,1,0.3888888888888889,0.43849305555555024,0.4444444444444444,0.2222222222222222,0.6666666666666666,True
447,Advanced,Linear Algebra,115,1,0.26666666666666666,0.41562500000001723,0.4,0.2,0.6666666666666666,True
448,Advanced,Linear Algebra,116,1,0.5714285714285714,0.5280000000000006,0.5,0.2857142857142857,0.7857142857142857,True
449,Advanced,Linear Algebra,117,1,0.38461538461538464,0.4431250000000012,0.46153846153846156,0.15384615384615385,0.6923076923076923,True
450,Basic,Linear Algebra,118,0,0.40540540540540543,0.4443344594594611,0.43243243243243246,0.2702702702702703,0.6216216216216216,True
452,Basic,Linear Algebra,119,0,0.46875,0.48158984375,0.46875,0.28125,0.6875,True
453,Basic,Linear Algebra,120,0,0.4,0.425121875,0.425,0.25,0.6,True
454,Basic,Linear Algebra,121,0,0.38461538461538464,0.41686858974358637,0.41025641025641024,0.23076923076923078,0.5897435897435898,True
455,Basic,Linear Algebra,122,0,0.4411764705882353,0.4547426470588411,0.4411764705882353,0.2647058823529412,0.6470588235294118,True
457,Basic,Linear Algebra,123,0,0.4772727272727273,0.45345170454545475,0.45454545454545453,0.29545454545454547,0.6136363636363636,True
459,Basic,Linear Algebra,124,0,0.6666666666666666,0.5942023809523967,0.5952380952380952,0.42857142857142855,0.7619047619047619,True
611,Basic,Fundamental Mathematics,125,0,0.23076923076923078,0.29877884615386274,0.3076923076923077,0.07692307692307693,0.5384615384615384,True
613,Basic,Fundamental Mathematics,126,0,0.17647058823529413,0.28263235294116923,0.29411764705882354,0.058823529411764705,0.5294117647058824,True
614,Basic,Fundamental Mathematics,127,0,0.16666666666666666,0.2808750000000009,0.25,0.0,0.5833333333333334,True
644,Basic,Linear Algebra,128,0,0.2,0.3912250000000077,0.4,0.1,0.7,True
645,Basic,Linear Algebra,129,0,0.9,0.5978499999999934,0.6,0.3,0.9,True
665,Basic,Fundamental Mathematics,130,0,0.6428571428571429,0.4882857142857111,0.5,0.21428571428571427,0.7857142857142857,True
666,Basic,Fundamental Mathematics,131,0,0.35714285714285715,0.3176607142857112,0.2857142857142857,0.07142857142857142,0.5714285714285714,True
667,Basic,Fundamental Mathematics,132,0,0.29411764705882354,0.3024117647058761,0.29411764705882354,0.058823529411764705,0.5294117647058824,True
668,Basic,Fundamental Mathematics,133,0,0.23076923076923078,0.28765384615386413,0.3076923076923077,0.07692307692307693,0.5384615384615384,True
729,Basic,Differentiation,134,0,0.6,0.4135000000000069,0.4,0.1,0.8,True
77,Basic,Statistics,135,0,0.5384615384615384,0.48880769230769167,0.46153846153846156,0.23076923076923078,0.7692307692307693,True
776,Basic,Linear Algebra,136,0,0.4583333333333333,0.456046875000001,0.4583333333333333,0.25,0.6666666666666666,True
777,Advanced,Linear Algebra,137,1,0.6,0.5704437499999997,0.55,0.35,0.8,True
778,Advanced,Linear Algebra,138,1,0.2727272727272727,0.3741306818181966,0.36363636363636365,0.18181818181818182,0.5909090909090909,True
779,Advanced,Linear Algebra,139,1,0.625,0.5509140625,0.5625,0.3125,0.8125,True
78,Basic,Statistics,140,0,0.0,0.30442045454545086,0.2727272727272727,0.0,0.6363636363636364,True
780,Basic,Linear Algebra,141,0,0.36,0.40229500000001683,0.4,0.2,0.6,True
781,Advanced,Linear Algebra,142,1,0.7272727272727273,0.6353863636363526,0.6363636363636364,0.4090909090909091,0.8181818181818182,True
782,Advanced,Linear Algebra,143,1,0.5217391304347826,0.4976304347826079,0.4782608695652174,0.30434782608695654,0.6956521739130435,True
783,Advanced,Linear Algebra,144,1,0.5217391304347826,0.530913043478264,0.5217391304347826,0.30434782608695654,0.7391304347826086,True
784,Basic,Linear Algebra,145,0,0.5862068965517241,0.5449353448275869,0.5517241379310345,0.3448275862068966,0.7241379310344828,True
785,Basic,Linear Algebra,146,0,0.44,0.4601750000000118,0.48,0.24,0.68,True
786,Basic,Fundamental Mathematics,147,0,0.18181818181818182,0.31513636363636055,0.2727272727272727,0.09090909090909091,0.6363636363636364,True
788,Basic,Fundamental Mathematics,148,0,0.5,0.3833250000000097,0.4,0.1,0.7,True
79,Basic,Statistics,149,0,0.16666666666666666,0.37709374999999823,0.3333333333333333,0.08333333333333333,0.6666666666666666,True
795,Basic,Fundamental Mathematics,150,0,0.5833333333333334,0.39747916666666666,0.4166666666666667,0.08333333333333333,0.6666666666666666,True
796,Basic,Fundamental Mathematics,151,0,0.5,0.4327812499999992,0.4166666666666667,0.16666666666666666,0.75,True
798,Basic,Fundamental Mathematics,152,0,0.42857142857142855,0.39816071428570643,0.42857142857142855,0.14285714285714285,0.6428571428571429,True
80,Basic,Statistics,153,0,0.2,0.4298625000000042,0.4,0.1,0.8,True
81,Basic,Statistics,154,0,0.46153846153846156,0.46808653846153875,0.46153846153846156,0.15384615384615385,0.7692307692307693,True
90,Basic,Linear Algebra,155,0,0.7,0.49773750000000094,0.5,0.2,0.8,True
92,Basic,Linear Algebra,156,0,0.6363636363636364,0.5542954545454554,0.5454545454545454,0.2727272727272727,0.8181818181818182,True
